Love	5.7
Feelings	4.0
Romantic	3.2
Conflict	2.4
Pain	2.2
Confidence	2.2
Gratitude	1.5
Affection	1.5
Breakup	1.4
Obsession	1.3
Shame	1.2
Intention	1.2
Action	1.1
Time	1.1
Stress	1.1
Contempt	1.1
Heartache	1.1
Spiritual	1.0
Commitment	1.0
