Latin,	8.4
Classical,	7.8
Hip-Hop,	7.0
Rock,	5.5
Electronic,	4.7
Pop,	4.4
R&B,	4.4
Early Rock,	3.4
Jazz,	3.4
Country,	3.0
Reggae,	2.5
Romantic,	1.9
Contemporary R&B,	1.6
Rock n Roll,	1.6
Traditional Country,	1.5
Funk,	1.4
Classic Rock,	1.4
Modern Country,	1.4
House,	1.4
Modern R&B,	1.1
Folk,	1.0
