Happy,	12.4
Uplifting,	12.4
Romantic,	12.0
Sentimental,	9.6
Sweet,	6.3
Sad,	5.1
Dramatic,	3.9
Playful,	3.8
Optimistic,	3.5
Confident,	3.0
Anthemic,	2.8
Intimate,	2.6
Blissful,	2.5
Melancholic,	2.5
Dreamy,	2.5
Lighthearted,	1.8
Mysterious,	1.5
Serious,	1.5
Suspenseful,	1.3
Exciting,	1.2
Contented,	1.2
Sensual,	1.0
