Warm	18.5
Full	15.3
Smooth	13.1
Bright	10.1
Airy	9.1
Crisp	6.7
Light	5.6
Balanced	3.9
Dark	2.9
Muffled	2.8
Thin	2.1
Soft	2.0
Noisy	1.9
Hollow	1.6
Harsh	1.4
Mechanical	1.1
