1075922  45/8  Jam
857192  AB  Knäppupp
702258  Abstract  Sounds  Music  Ltd.
134003  Aftermath/Interscope  Records
1378400  Alamo  Records  (5)
6394  Almo  Sounds
243623  Amadeo  Österreichische  Schallplatten  Ges.m.b.H.
685687  À  La  Carte
251374  Arsenal  Music
67667  Astralwerks  Records
188  Astralwerks
1626083  ASW.White  Label
266230  ASV  Ltd.
61493  ASV
1210250  20th  Century  Viola  Music
205205  ASV  Digital
1403345  ASV  Mono
55504  ASV  Transacord
814611  Sounds  Of  The  Steam  Age
957046  Beautiful  Music  (2)
1178046  British  Light  Music  Heritage
566105  Quicksilva
950948  The  String  Quartets
1177076  White  Line  Light  Classics
358583  ASV  Gold
114058  Atmosphere  (2)
739656  Audior
12221  AVI  Records
310990  AVI  Antiques
519731  Avi  Gospel
197898  Back  To  Black
1199199  Back  To  Soul
626819  Hip-Hop  Heroes
719630  Pop  Sounds
1547639  Bitstream  Media  Lab
528382  Black  Box  Music  Limited
41614  Black  Box
345264  Bravado  International  Group  Ltd.
231338  Bravado
454711  Bravado  Merchandising
601924  Calderstone  Productions  Limited
126439  Capitol  Music  Group
281  Blue  Note
596232   "Unissued  Masters "  Series
283350  24  Bit  By  RVG
562963  50th  Anniversary  Collection
676553  Back  To  Blue
731171  Blue  Brazil
513790  Blue  Break  Beats
448415  Blue  Breakbeats
501587  Blue  Juice  (2)
784688  Blue  Notables
1637572  Blue  Note  80  Vinyl  Reissue  Series
760013  Blue  Note  Best  &  More  1100
419992  Blue  Note  BLP  1500  Series
66004  Blue  Note  CLASSIC
284360  Blue  Note  Collector's  Choice
250978  Blue  Note  Connoisseur  Series
824204  Connoisseur  10 "  Series
314283  Blue  Note  Jazz  Classic  Series
1025295  Blue  Note  Legends
464021  Blue  Note  Masterpiece  (Vol.1)
490333  Blue  Note  Masterpiece  (Vol.2)
464042  Blue  Note  Masterpiece  (Vol.3)
472179  Blue  Note  Masterpiece  Selection  150
794003  Blue  Note  Original  5000  Series  Collection
935328  Blue  Note  Plays
275785  Blue  Note  Rare  Groove  Series
681822  Blue  Note  Records  75th  Anniversary  Vinyl  Initiative
1380721  Blue  Note  Review
1593136  Blue  Note  Tone  Poet  Series
506252  Cadre  Rouge  Audiophile  Edition
930162  Doubletime  Series
315566  Groovexperience
455537  Immortal  Masterpiece  Selection
888186  Jazz  Inspiration  (2)
578852  Jazz  Profile
299262  Jazz  References
530256  Jazztime  Paris
274986  Modern  Jazz  Series
587960  Music  For  Lovers
664060  New  Wave  In  Jazz
41152  Roulette  Jazz
232887  RVG  Edition
1034481  The  Artist  Selects
1499993  The  Blue  Note  Collection  (2)
1222122  The  Blue  Note  Cover  Series
287655  The  Blue  Note  Re-Issue  Series
1631635  The  Blue  Note  Remix  Project
353677  The  Blue  Note  Years
1205689  The  Blue  Series  (2)
570868  The  BN  Works  1500  Series
661066  The  BN  Works  1500  Unissued
660715  The  BN  Works  4100  Series
660721  The  BN  Works  4200  Series
661117  The  BN  Works  4300  Series
836922  The  BN  Works  Funk  Series
1129630  The  BN  Works  LEE  MORGAN
661139  The  BN  Works  Rare  Groove
1018809  The  Finest  In  Jazz
1021499  The  Hits  Of  Blue  Note  Part  1
1021505  The  Hits  Of  Blue  Note  Part  2
413273  The  Jazz  File
662705  The  Other  Side  Of  Blue  Note  1500  Series
945832  The  Treasures  Of  Blue  Note
673432  The  Ultimate  (2)
1303761  TSF  Explore  Blue  Note
472224  Unissued  Masters  Series  Part  1
593721  Unissued  Masters  Series,  Part  2
413345  World  First  Appearance
911251  Capitol  Christian  Music  Group
545074  Capitol  Christian  Distribution
545073  Capitol  CMG  Label  Group
172698  Credential  Recordings
17778  ForeFront  Records
1643802  Extended  Play  Remixes
1524410  ForeFrontMasters
1233625  Homefront
601485  Street  Trax
685877  Yo!  ForeFront
78886  re:think
20179  Sparrow  Records
100904  Birdwing  Records
1531762  Budget  Classics
757574  Collector  Series  (4)
463010  Collectors  Series  (3)
640608  Discover  (6)
571411  Double  Play  CD
944919  Rend  Family  Records
1637169  Sparrow  10
792969  Motown  Gospel
654  Capitol  Records
1511067  2  Hot  For  Airplay
816112  2  Άλμπουμ  Σε  1  CD
223647  2101  Records
1319323  Amazing  Maxi-Classics
755440  Arthur  Murray  Favorites
199784  Avatar  Records  (8)
1628409  Background  Music  (6)
86196  Beastie  Boys  Records
374219  Blockbuster  Summer  Series
1434437  Bozo  The  Capitol  Clown  Approved
844793  Capitol  33  Compact
323421  Capitol  Collectors  Series
307081  Capitol  Criterion
352461  Capitol  Custom
1050886  Capitol  Custom,  Hollywood
1051160  Capitol  Custom,  New  York
144476  Capitol  Gold  Cuts
221865  Capitol  International  Series
381695  Capitol  Jax
37828  Capitol  Jazz
363495  The  Great  Jazz  Vocal  Collection
344776  Capitol  Jazz  Classics
997636  Capitol  Library  Services
1518499  Capitol  Pops  Sampler
997627  Capitol  Production  Music
997626  Hi- "Q "  Series
115663  Capitol  Records  Nashville
342508  Capitol  Sings
621895  Capitol  Soul
163239  Capitol  Special  Markets
54271  Capitol  Video
705981  Children's  Series  (2)
662696  Chips  (2)
434958  Classics  In  Jazz
1562092  Close-Up
1053202  Compact  Double  33
1014053  Convivencia  Sagrada
372815  Cornerstones
721443  Country  Classics  (5)
128512  Crazy  Horse
135317  Creative  Products
724584  The  Stereo  Collector's  Set
658582  Crescent  City  Soul
1189292  Digitally  Remastered  Treasured  Masters
280012  Dimensions  In  Jazz
1504030  Double  Play  (6)
592113  Double  Shots
769813  Electromagnetic  Recordings  (2)
230112  EMI-Capitol  Music  Special  Markets
1609379  20  Knockout  Hits
634558  Roots  Of  Rhythm
